Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,59.22672900123855,F,3,Unknown_Education,Single,Unknown,Blue,36,1,9,2,3626.265663202591,1575,8191.0,0.661,3333.2492563508476,31.0,0.603,0.161
Attrited Customer,65.73861266156537,F,1,Unknown_Education,Married,Less than $40K,Blue,36,6,9,3,1082.8575196021911,1503,742.0,0.754,948.5893847654636,17.0,0.543,0.669
Attrited Customer,52.82336343580356,M,4,Unknown,Single,$80K - $120K,Blue,34,4,7,2,8888.279519558728,1585,19988.0,0.621,618.8001109557972,11.0,2.273,0.073
Attrited Customer,56.087731975580716,F,2,Unknown_Education,Single,Unknown,Blue,40,5,5,2,2957.2253968045634,1663,4947.0,0.813,1450.4767374629453,29.0,0.766,0.252
Attrited Customer,71.62510029301816,F,4,Unknown,Married,Less than $40K,Blue,47,3,5,2,,2085,649.0,0.764,1172.4082521097575,31.0,0.784,0.763
Attrited Customer,43.24678502930824,M,1,High School,Single,Less than $40K,Blue,14,4,6,1,1329.7504036784217,1398,1499.0,0.907,870.352163015313,43.0,0.872,0.483
Existing Customer,54.53399965235798,M,4,College,Single,$80K - $120K,Blue,34,2,5,3,1084.229524661749,861,1015.0,0.839,2265.27493446039,33.0,0.547,0.459
Existing Customer,61.61189347951478,M,2,Graduate,Single,$80K - $120K,Blue,36,3,7,1,5311.630738109417,916,14110.0,0.721,917.2851476221069,33.0,0.8,0.061
Attrited Customer,53.56171732881519,F,2,High School,Married,Less than $40K,Blue,29,4,4,2,844.3331290626268,1786,830.0,0.876,1714.6228136043333,37.0,0.75,0.683
Existing Customer,54.92612411388811,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,7,2,17850.221330034386,1340,32670.0,0.744,377.6364369952965,13.0,0.5,0.039
Existing Customer,53.47493092396836,F,1,High School,Married,$40K - $60K,Blue,31,2,7,3,1953.3623150945687,1538,3015.0,0.514,1619.721259137813,56.0,0.557,0.338
Attrited Customer,58.46584345916302,M,3,Graduate,Divorced,$40K - $60K,Blue,27,5,7,3,3692.4545209034304,2297,8634.0,0.639,2219.8624160842724,26.0,0.872,0.21
Attrited Customer,46.88084694233893,M,5,High School,Single,$120K +,Blue,31,1,5,3,14562.017865148931,1427,33089.0,0.706,860.1158311038274,36.0,0.488,0.041
Attrited Customer,59.51511946190328,F,4,Doctorate,Single,Less than $40K,Blue,36,2,6,3,838.1777331622095,0,2292.0,0.568,1253.6251969129105,13.0,0.409,0.0
Existing Customer,52.263990070482095,F,5,High School,Married,Less than $40K,Blue,35,5,10,3,711.8579427771796,745,769.0,0.694,1038.9625704772245,31.0,0.683,0.492
Existing Customer,61.56758632517516,F,3,Uneducated,Divorced,Less than $40K,Blue,44,3,5,1,1658.2388344285248,2517,1590.0,0.779,4170.307255161894,49.0,0.723,0.613
Attrited Customer,63.20953884572817,M,1,Unknown_Education,Single,$80K - $120K,Blue,41,4,7,4,2189.0788524824175,1972,2131.0,0.665,4135.04222115357,42.0,0.788,0.481
Existing Customer,50.718112537873026,F,1,Unknown_Education,Married,Unknown,Blue,36,6,9,4,4389.548166640565,2517,5983.0,0.445,748.2822585679246,17.0,1.312,0.296
Existing Customer,59.490116715363165,M,2,High School,Married,,Blue,36,4,8,3,,2381,4850.0,0.996,679.7719814815086,12.0,1.3,0.329
Attrited Customer,90.07176636944584,M,0,Graduate,Single,$40K - $60K,Blue,56,2,10,4,1827.4735988752598,2245,1739.0,0.612,532.2208442875741,17.0,0.696,0.564
Existing Customer,67.23086812385417,F,4,High School,Single,$40K - $60K,Blue,48,2,7,1,1315.1710149567637,1177,1912.0,1.01,2445.413909329191,29.0,0.829,0.381
Attrited Customer,38.87361233483685,M,1,Graduate,Married,$60K - $80K,Blue,17,5,7,4,2107.3064131380656,2517,3983.0,0.915,3229.985995597885,27.0,0.646,0.387
Attrited Customer,75.05670294703819,F,2,Graduate,Single,,Blue,47,1,5,2,908.8952838924332,0,2127.0,0.735,1262.2904267381489,25.0,0.667,0.0
Existing Customer,61.559316284224664,F,2,Doctorate,Married,Less than $40K,Blue,33,2,7,1,,1517,1127.0,0.721,1941.6735084534657,32.0,0.804,0.574
Attrited Customer,60.24073310557787,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,6,2,825.8641967183482,1357,910.0,0.697,1982.6488346712865,45.0,0.735,0.599
Attrited Customer,52.97420831539954,F,0,Unknown,Married,Less than $40K,Blue,24,6,7,1,1501.8953313375232,2227,365.0,0.633,786.1830802664296,20.0,0.548,0.859
Attrited Customer,52.82023370960527,M,3,Unknown_Education,Single,$80K - $120K,Blue,28,1,8,3,2295.3504297337563,1917,5225.0,0.727,1602.699945481669,39.0,0.729,0.268
Attrited Customer,57.20551194956782,F,2,Unknown,Single,Less than $40K,Blue,43,6,8,3,811.5180952759481,0,1438.3,0.816,1685.7364740924097,42.0,0.816,0.0
Existing Customer,42.24865893772099,F,4,High School,Single,Less than $40K,Blue,18,4,6,2,714.4786713634913,1366,635.0,0.86,1137.2567115940633,25.0,0.571,0.683
Existing Customer,57.330371997305555,M,3,Unknown_Education,Married,$60K - $80K,Blue,28,3,7,2,1555.3163355208105,1680,2966.0,1.238,1004.7630481293725,13.0,0.667,0.362
Existing Customer,64.08522135849392,M,2,Unknown_Education,Single,$60K - $80K,Blue,42,1,7,2,6898.718894381057,1140,15563.0,0.555,3342.1632291527985,42.0,0.768,0.068
Existing Customer,52.84198106806454,M,3,College,Married,$60K - $80K,Blue,17,3,8,2,,1776,483.0,1.292,373.201684285518,16.0,0.824,0.786
Existing Customer,71.09610373536258,M,4,Unknown_Education,Married,$80K - $120K,Blue,38,4,6,3,8047.076860603497,1553,13875.0,0.747,691.4873300702418,14.0,0.538,0.101
Existing Customer,54.59129311365492,M,3,College,Married,,Blue,40,6,6,3,773.7164285101279,1232,612.0,0.588,1208.6096595854679,26.0,0.651,0.668
Existing Customer,74.06642983254146,M,5,College,Single,$60K - $80K,Blue,45,6,6,3,,0,20401.0,0.723,1578.2114329012768,43.0,0.562,0.0
Existing Customer,54.86330887781637,F,2,Unknown,Single,Unknown,Blue,38,4,9,3,1328.5696730517775,1375,1417.0,0.854,1594.5495919048801,37.0,0.879,0.492
Attrited Customer,79.95994968144063,F,1,Graduate,Married,Less than $40K,Blue,56,4,6,2,,2517,489.0,2.053,340.09601324227543,15.0,1.0,0.837
Existing Customer,75.78891490083271,F,0,Unknown,Married,Less than $40K,Blue,49,5,6,0,1797.0151190501947,2318,1240.0,1.265,815.3416441291585,13.0,0.824,0.651
Existing Customer,39.05370675153867,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4,5,3,8603.031723250955,0,21114.0,0.697,1191.458983737152,19.0,1.0,0.0
Existing Customer,62.16431617493449,F,4,Graduate,Divorced,$40K - $60K,Blue,36,4,5,0,2042.7540434627833,2470,3184.0,0.637,6740.935290946568,61.0,0.881,0.437
Existing Customer,61.974594989981185,M,2,High School,Married,$60K - $80K,Blue,36,3,5,1,3376.639862918471,959,6358.0,0.653,1137.3298278030022,41.0,0.686,0.131
Existing Customer,37.18205431979408,F,1,Unknown,Single,Less than $40K,Blue,18,3,7,3,1090.0330244747088,1800,1599.0,0.752,4078.487770308822,39.0,0.806,0.53
Existing Customer,54.945693227815966,M,1,Unknown_Education,Married,$80K - $120K,Blue,46,3,6,2,8578.816262993027,2497,13057.0,1.027,1285.4222163173895,22.0,0.605,0.161
Existing Customer,60.85568073315138,F,1,Uneducated,Married,Less than $40K,Blue,38,3,6,3,536.4482722152324,0,1438.3,0.679,1146.6260198939508,48.0,0.72,0.0
Attrited Customer,65.66992544031893,M,4,Unknown_Education,Unknown,$80K - $120K,Blue,37,4,7,3,4830.38229851889,758,13124.0,0.5,465.30643018676517,18.0,0.75,0.055
Attrited Customer,54.190417440786916,M,0,Unknown,Married,$60K - $80K,Blue,43,4,7,2,1823.08958057029,1202,2595.0,0.695,1591.9863600281872,36.0,0.757,0.317
Existing Customer,44.68785162593054,M,3,High School,Single,$80K - $120K,Blue,31,6,4,1,2233.372002540677,1443,3785.0,0.934,828.6005756051678,33.0,0.938,0.276
Attrited Customer,46.60621590868048,F,0,Unknown_Education,Married,Less than $40K,Blue,36,4,6,4,,0,2089.0,0.871,990.6298945365193,19.0,0.5,0.0
Existing Customer,50.67994222651963,M,3,High School,Married,$120K +,Blue,36,6,8,2,1384.2534413041462,1682,1599.0,0.577,1779.4346222284046,24.0,0.5,0.513
Attrited Customer,67.6449105625387,F,1,College,Married,,Blue,44,2,9,4,,0,1438.3,0.859,868.2547357202703,11.0,0.423,0.0
Existing Customer,68.13856412017101,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,1,1300.6456675520133,1445,1267.0,0.819,1728.7714571867646,25.0,0.881,0.533
Existing Customer,70.16540952486233,F,5,Uneducated,Married,Unknown,Blue,34,5,11,2,1579.0476450783942,1041,2276.0,0.923,1083.9315187909226,37.0,1.027,0.314
Attrited Customer,60.21493867491537,F,4,Uneducated,Single,Less than $40K,Gold,36,3,9,3,8692.181946615927,0,15987.0,0.598,3889.8744956151177,23.0,0.78,0.0
Existing Customer,57.10984951825044,M,4,Doctorate,Married,$40K - $60K,Blue,39,5,4,2,722.8141177691982,0,1438.3,0.562,931.57406223887,24.0,0.51,0.0
Attrited Customer,37.76341835869344,F,2,Graduate,Single,Less than $40K,Blue,36,6,9,0,701.2566657492522,1154,897.0,0.605,1938.3198955616017,38.0,0.717,0.563
Attrited Customer,50.50585060443074,F,3,Unknown,Single,$40K - $60K,Silver,36,2,9,4,10354.446430428445,531,19182.0,0.792,3591.383883825613,36.0,0.591,0.027
Attrited Customer,40.317399272133294,M,2,Unknown_Education,Married,$80K - $120K,Blue,36,3,7,2,,1773,582.0,0.774,565.0246823974771,9.0,0.929,0.753
Existing Customer,69.4027424468814,M,2,Unknown_Education,Married,$60K - $80K,Blue,43,2,5,1,,628,22595.0,0.837,2952.298731896119,31.0,0.642,0.027
Attrited Customer,59.48366612456165,M,2,Unknown_Education,Divorced,$40K - $60K,Blue,39,2,9,4,6364.940049387424,512,14327.0,0.176,399.87718786343976,12.0,0.13,0.035
Attrited Customer,63.88687596440138,M,2,Unknown_Education,Married,$60K - $80K,Blue,25,3,10,3,537.3480226078232,0,1438.3,0.676,314.2711659823408,12.0,0.421,0.0
Existing Customer,47.7350014384853,M,2,Unknown_Education,Single,$60K - $80K,Blue,36,1,6,3,2312.1065699068467,1734,2458.0,0.753,3163.2739077740935,61.0,0.893,0.414
Existing Customer,46.94553380681933,M,3,Graduate,Married,$60K - $80K,Blue,23,1,6,1,11525.750912480413,1581,21148.0,1.025,4435.044093754919,65.0,0.746,0.07
Attrited Customer,57.20839899310704,M,2,Unknown_Education,Divorced,$60K - $80K,Blue,36,3,4,2,,0,3099.0,0.72,1737.3564401470985,43.0,0.667,0.0
Existing Customer,46.99849513180261,F,0,Uneducated,Married,Unknown,Blue,36,6,7,2,2280.195717041065,0,5881.0,0.71,1246.8017889930632,49.0,0.816,0.0
Existing Customer,55.15390450407462,F,4,Graduate,Married,Less than $40K,Blue,39,3,6,2,1589.5448406031394,0,3144.0,0.561,1654.2737355770385,39.0,0.818,0.0
Attrited Customer,74.44357927715843,F,1,Unknown,Married,Less than $40K,Blue,46,5,6,4,730.1386916746226,920,1361.0,0.576,1457.3883314894622,33.0,0.833,0.403
Attrited Customer,60.95496181370546,F,1,High School,Single,Less than $40K,Blue,16,2,8,1,2057.5561942983068,2517,1031.0,0.818,7173.8257802953185,34.0,0.865,0.709
Existing Customer,88.7631246502089,F,2,Graduate,Married,$40K - $60K,Blue,47,5,7,2,2312.44964399755,1010,3672.0,0.638,1630.793975061853,42.0,0.694,0.216
Attrited Customer,73.41082933593424,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,7,2,553.8450477924301,1375,68.0,0.683,492.47339220876313,17.0,0.583,0.953
Attrited Customer,49.81731579523511,M,3,Unknown,Single,$40K - $60K,Blue,29,6,5,3,5615.658861918809,2517,11072.0,0.941,2995.2201669297624,32.0,1.026,0.185
Attrited Customer,60.26669686871204,M,2,Uneducated,Single,$40K - $60K,Blue,19,4,7,3,,1735,4893.0,0.587,1312.3260577129577,48.0,0.935,0.262
Existing Customer,68.24566607351439,F,3,Graduate,Single,Less than $40K,Blue,46,4,6,3,660.2315509536435,989,803.0,1.202,984.4355403967787,37.0,0.703,0.552
Existing Customer,44.05944743942077,F,1,High School,Married,Less than $40K,Blue,36,6,9,2,2431.236933323632,0,4712.0,0.84,1253.8175244967522,27.0,0.64,0.0
Attrited Customer,62.788142913519906,F,4,Graduate,Unknown,,Blue,39,1,10,2,1621.626868960992,1868,1149.0,0.722,637.9431497436406,17.0,0.471,0.619
Existing Customer,60.43608740329227,F,3,Uneducated,Married,Less than $40K,Blue,31,6,7,3,1125.9467298905467,1835,1125.0,0.532,1880.3914073931035,37.0,0.455,0.62
Existing Customer,43.51043360327635,M,5,Unknown_Education,Married,$60K - $80K,Blue,33,5,7,3,8851.322941201903,2517,20253.0,0.994,506.9717163039147,16.0,0.652,0.111
Attrited Customer,66.0475165034092,F,2,Unknown_Education,Married,Less than $40K,Blue,31,2,6,2,1033.7679723757383,1183,763.0,0.806,2286.5912382281062,31.0,0.708,0.608
Attrited Customer,55.46998186380117,M,4,College,Married,$80K - $120K,Blue,44,2,8,3,4852.436245693846,1449,8075.0,0.559,3295.702375309635,33.0,0.657,0.152
Existing Customer,51.4756918279256,M,1,Graduate,Single,Less than $40K,Blue,25,6,4,2,1283.9053717445277,2489,133.0,0.84,1121.5484178674117,27.0,0.549,0.949
Attrited Customer,78.97563210893355,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,8,3,1555.2198350680608,2155,1001.0,0.438,613.3195945668225,25.0,0.571,0.683
Existing Customer,59.98572573253939,M,3,Unknown_Education,Single,$80K - $120K,Blue,31,4,6,4,3373.41246415924,1006,4693.0,0.734,1005.3193593066059,33.0,0.9,0.177
Existing Customer,45.782517439017425,M,2,High School,Married,,Blue,30,2,7,2,,2220,2123.0,1.045,5518.211429691099,60.0,0.776,0.511
Existing Customer,63.65999204280661,M,2,Graduate,Married,,Blue,49,3,10,3,1648.3562899910546,2387,672.0,0.808,1690.554568493725,48.0,0.761,0.78
Existing Customer,65.6020057390227,F,2,High School,Married,Less than $40K,Blue,36,2,8,2,,1198,958.0,0.507,1600.4241477391856,44.0,0.759,0.556
Attrited Customer,78.26374182727565,M,1,College,Single,$120K +,Blue,48,1,7,1,959.2027891838313,1654,802.0,0.565,2153.8649499458907,50.0,0.75,0.673
Attrited Customer,43.47795704103652,M,0,Unknown_Education,Single,$120K +,Blue,22,2,6,3,,0,11722.0,0.778,4076.780128731124,40.0,0.902,0.0
Attrited Customer,49.64478515764568,F,3,Graduate,Married,Unknown,Blue,33,3,9,3,829.3827493635068,0,2542.0,0.587,1352.701341683931,40.0,0.78,0.0
Attrited Customer,57.70970283755676,F,4,Graduate,Married,,Blue,36,2,6,6,1546.7448501738384,0,4005.0,0.896,2814.1308652190146,26.0,0.667,0.0
Attrited Customer,55.472129691434496,F,4,Unknown_Education,Married,,Blue,32,6,7,3,,0,3454.0,0.862,897.7717136571873,22.0,0.625,0.0
Attrited Customer,71.66402545637047,F,2,High School,Married,Less than $40K,Blue,36,4,8,3,,1152,1206.0,0.969,743.1736911858288,14.0,1.6,0.489
Attrited Customer,59.042642661009275,M,2,Graduate,Married,$60K - $80K,Silver,36,3,6,3,10980.655908107376,1721,28707.0,0.717,1568.8585146950188,33.0,0.605,0.057
Existing Customer,58.8398263068682,F,2,Uneducated,Single,Less than $40K,Blue,39,1,7,3,4157.070207340143,1684,7083.0,0.786,3585.706739462143,41.0,0.549,0.192
Existing Customer,71.98232653393589,F,2,High School,Divorced,Unknown,Gold,36,5,10,3,12944.605496906497,1864,32652.0,0.664,1323.2860689335823,17.0,0.733,0.054
Attrited Customer,47.48006662587023,M,2,High School,Single,$120K +,Blue,30,1,5,2,6142.885945567818,2517,8379.0,1.028,1029.4638517895805,22.0,0.487,0.231
Existing Customer,53.2951429653982,F,2,College,Married,Unknown,Blue,36,6,6,2,483.255540013051,730,708.3,0.921,2082.228560063009,40.0,0.914,0.508
Attrited Customer,53.87831155031813,M,4,Doctorate,Unknown,$120K +,Blue,32,3,8,3,20661.740297204928,1356,33160.0,1.169,549.3612964559151,27.0,0.655,0.039
Attrited Customer,72.46545045938343,F,1,Graduate,Single,Unknown,Blue,49,3,7,6,4247.3038174955955,1091,7617.0,0.904,930.9773844189418,16.0,0.885,0.125
Attrited Customer,59.01684322715956,M,3,Unknown_Education,Married,$60K - $80K,Blue,36,2,8,4,,0,4267.0,0.862,357.51854388393866,13.0,0.769,0.0
Existing Customer,58.153109218285806,M,4,Doctorate,Married,$80K - $120K,Blue,33,3,4,3,1396.5039186182114,1144,3408.0,0.709,6718.360774680835,57.0,0.677,0.251
Attrited Customer,48.973454643694346,F,3,Uneducated,Married,,Blue,30,1,5,3,5294.579403361988,0,9491.0,1.056,4358.82911017836,16.0,1.684,0.0
Existing Customer,45.96448575110409,M,2,Graduate,Divorced,$80K - $120K,Blue,25,3,7,2,10080.332439713524,2209,22978.0,0.799,3603.9374936102777,52.0,0.778,0.088
Existing Customer,63.723021455048524,F,3,Unknown_Education,Unknown,Less than $40K,Blue,39,6,5,3,2382.635760139997,2209,2815.0,0.66,1837.711763987146,23.0,0.659,0.44
Attrited Customer,67.9980063744474,F,2,High School,Single,$40K - $60K,Blue,39,2,4,1,5446.785403593931,2379,9835.0,0.769,3096.4472449739374,36.0,0.544,0.195
Existing Customer,64.56488625272503,M,2,Unknown_Education,Single,$80K - $120K,Blue,42,3,6,4,,0,1645.0,0.771,1431.9662692260895,34.0,0.463,0.0
Existing Customer,65.18707069198777,F,2,Graduate,Married,Less than $40K,Blue,49,4,8,4,547.2287603090427,0,1520.0,0.566,1020.5945001030178,29.0,0.622,0.0
Attrited Customer,51.11317108034971,F,1,Unknown_Education,Single,Less than $40K,Blue,32,4,7,3,970.4538765005581,1557,587.0,0.775,1887.5460781543172,27.0,0.848,0.726
Attrited Customer,65.78166214016929,F,4,Graduate,Married,Unknown,Blue,40,5,6,1,3801.3996654891816,1704,6458.0,0.819,1588.2229066883351,30.0,0.739,0.209
Existing Customer,68.76131183661037,M,1,College,Married,$60K - $80K,Blue,37,6,9,2,646.6399407518782,1753,156.0,0.788,507.91623407463254,8.0,0.6,0.918
Existing Customer,94.97743457238886,M,0,Unknown,Single,$40K - $60K,Blue,54,5,6,4,4781.923002995538,829,8554.0,0.515,2330.53837107407,24.0,0.622,0.088
Attrited Customer,50.068988221554676,M,3,Graduate,Married,$80K - $120K,Blue,33,4,4,2,1944.1386399514183,0,3498.0,1.109,668.5628953700116,33.0,0.867,0.0
Existing Customer,65.22608612325372,F,2,Unknown,Married,Unknown,Blue,45,3,7,2,17077.605525094586,2095,27456.0,1.1,1463.746320429021,23.0,0.853,0.071
Existing Customer,59.29512385444936,F,2,Unknown_Education,Single,Less than $40K,Blue,36,4,8,3,815.7177383637663,855,583.3,0.662,1210.890492582918,19.0,0.893,0.594
Existing Customer,64.49347877549492,F,0,Graduate,Married,Less than $40K,Blue,47,5,7,2,1017.6000838912898,786,1446.0,0.435,596.8347156850468,13.0,0.345,0.352
Existing Customer,59.93605861922181,M,2,Unknown_Education,Divorced,$60K - $80K,Blue,37,1,8,1,5861.637532027309,1223,8851.0,0.955,3015.1610100663256,34.0,0.623,0.121
Attrited Customer,65.10699041721188,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,4,3,2310.7430488598666,1293,5752.0,0.628,2143.639406987335,50.0,0.607,0.184
Existing Customer,35.92082472119515,F,2,Uneducated,Single,Unknown,Blue,25,3,8,1,,1533,1660.0,0.936,1437.3802433013966,45.0,0.786,0.48
Attrited Customer,66.95708902602648,M,1,Uneducated,Married,Less than $40K,Blue,36,1,9,4,1080.2853546447714,0,3316.0,0.372,724.9570583357105,11.0,0.188,0.0
Existing Customer,70.21453595197596,F,3,Uneducated,Single,Unknown,Blue,38,6,7,1,7438.8353099443675,0,12860.0,0.646,391.06530057638423,13.0,0.286,0.0
Attrited Customer,61.948616559905076,F,1,Graduate,Single,Less than $40K,Blue,25,3,7,4,1555.9028353795447,0,3101.0,0.66,732.1562232633916,14.0,0.37,0.0
Existing Customer,61.92085653424033,F,2,Unknown,Married,$40K - $60K,Blue,36,2,6,2,719.6566496049111,1141,297.3,0.69,1449.891734656906,41.0,0.889,0.793
Existing Customer,58.40783935011447,M,2,High School,Single,$80K - $120K,Blue,36,3,5,4,4636.890574330797,1695,8532.0,0.875,1180.913641046318,34.0,0.783,0.166
Attrited Customer,51.21778181508536,M,1,Graduate,Single,$60K - $80K,Blue,36,3,7,4,950.2841210908309,1817,784.0,0.663,1122.1383467257197,39.0,0.675,0.699
Existing Customer,71.8583324209872,F,4,Graduate,Married,Less than $40K,Blue,21,4,9,0,967.2030970316023,0,1930.0,0.815,1843.7025806135782,27.0,0.582,0.0
Existing Customer,50.93415725884622,F,2,Doctorate,Single,Less than $40K,Blue,37,3,4,1,2414.8598890070525,1204,3050.0,0.538,1624.4974907137662,39.0,0.691,0.283
Existing Customer,29.345581577669485,F,0,Graduate,Married,Less than $40K,Blue,21,4,5,4,2133.6340654060796,1305,5010.0,0.542,967.3155720983956,22.0,0.265,0.207
Existing Customer,70.65923213725854,F,3,High School,Single,$40K - $60K,Blue,36,3,7,1,,1112,551.0,0.588,1055.047594275049,36.0,0.906,0.669
Existing Customer,64.13869586180033,F,2,Doctorate,Married,Unknown,Blue,47,6,7,3,3218.4908044433123,0,5794.0,0.732,1087.458319597127,35.0,0.587,0.0
Existing Customer,62.09940662333143,M,3,Post-Graduate,Single,,Blue,33,3,6,0,1942.4277174854917,462,5816.0,1.161,410.09946689712007,18.0,0.941,0.074
Existing Customer,57.888543156925856,M,2,High School,Married,$60K - $80K,Blue,43,6,8,4,8538.262179504456,950,20919.0,0.866,1545.1264123567832,43.0,0.775,0.043
Existing Customer,51.862210763358746,M,1,Unknown_Education,Married,$120K +,Blue,32,6,7,2,8113.544284114464,1409,15984.0,0.608,763.218997723977,13.0,0.652,0.081
Existing Customer,51.495337563205126,F,2,Graduate,Single,Unknown,Blue,25,4,4,4,3967.3959160030263,514,9815.0,0.708,1067.8204298422306,23.0,0.838,0.05
Attrited Customer,51.127999912533255,F,5,Doctorate,Married,,Blue,42,3,9,3,1434.823751163293,2176,2169.0,0.752,665.0117689837605,22.0,0.467,0.501
Existing Customer,58.74624587372495,F,1,Graduate,Single,Less than $40K,Blue,37,4,6,4,2003.591248358375,697,3705.0,0.7,1086.8701044466457,25.0,0.652,0.158
Attrited Customer,69.91442273357634,F,0,Graduate,Married,Less than $40K,Blue,49,2,7,3,493.2708586836022,0,1438.3,1.047,197.25835481128058,10.0,0.6,0.0
