Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Existing Customer,61.0560930029092,F,1,High School,Married,Less than $40K,Blue,44,4,6,1,1325.8489392489616,1422,1800.0,0.662,987.1127943134888,28.0,0.6,0.441,0,0,0.0428595466835494
Existing Customer,56.79949582212467,M,3,High School,Married,$80K - $120K,Blue,39,5,7,2,881.5347032548945,1342,1019.0,0.6,1978.709086741736,35.0,0.529,0.568,0,0,0.048176852213642526
Existing Customer,57.19725758670363,F,2,College,Single,Less than $40K,Blue,29,5,5,2,1172.151045496873,1589,715.0,0.872,339.4318052280635,17.0,0.895,0.69,0,1,0.8477995008730798
Attrited Customer,71.02277750972875,F,0,Graduate,Married,Less than $40K,Blue,36,5,7,4,2537.3632580243498,914,4774.0,1.099,694.157636532732,27.0,1.038,0.161,1,1,0.649208171574442
Existing Customer,76.79837936026314,M,0,Doctorate,Single,Unknown,Blue,56,3,8,2,13091.857345651004,1608,26802.0,0.913,508.6077661411664,40.0,1.139,0.057,0,1,0.7986936343700507
Existing Customer,35.517321591026445,M,2,Graduate,Married,$80K - $120K,Blue,36,5,7,2,2290.173824415353,1463,2945.0,0.728,435.852183467064,27.0,0.485,0.332,0,1,0.7862877839402144
Existing Customer,74.51867380526664,M,2,High School,Divorced,$60K - $80K,Blue,46,6,6,0,1426.9090268190268,1176,1291.0,0.811,1482.7134859946111,26.0,0.921,0.477,0,0,0.001047747998706383
Existing Customer,41.4346010619949,M,1,Unknown_Education,Single,$40K - $60K,Blue,25,5,8,3,1052.3489874550953,1033,902.0,0.623,812.3801268449041,23.0,1.0,0.534,0,1,0.8470810808991843
Existing Customer,57.95127404550588,F,3,Graduate,Married,Less than $40K,Blue,35,3,7,3,1042.4628121324065,2032,887.0,0.654,2078.607225683167,32.0,0.667,0.696,0,1,0.5743125587440028
Attrited Customer,44.10400777490784,M,2,Graduate,Married,,Blue,22,3,9,5,2315.32541680797,0,4739.0,0.363,358.69000270465494,12.0,0.4,0.0,1,1,0.999069677881335
Existing Customer,53.05388334724519,F,4,Unknown_Education,Married,Less than $40K,Blue,36,5,8,2,,0,2225.0,0.611,2050.546697094456,35.0,0.771,0.0,0,1,0.8828635466236023
Attrited Customer,54.586255404027895,M,1,Unknown,Single,$60K - $80K,Blue,38,4,6,3,4303.170793685706,744,6859.0,0.711,1034.4783815110754,15.0,0.273,0.098,1,0,0.466388959508696
Attrited Customer,51.2416927795887,M,3,Unknown_Education,Married,$120K +,Blue,36,1,8,3,13110.262144862088,0,34516.0,0.377,1914.5917167033413,33.0,0.244,0.0,1,1,0.9995012166748987
Attrited Customer,59.913128931865785,F,3,Post-Graduate,Married,Less than $40K,Blue,19,5,5,2,1232.4140651871562,2423,29.0,0.778,983.6890412901856,29.0,0.8,0.988,1,0,0.13357954737920363
Attrited Customer,45.44454957039199,F,3,High School,Single,Less than $40K,Blue,40,1,9,3,1308.5494757691663,2149,1371.0,0.539,1362.344767941302,25.0,0.696,0.611,1,1,0.9484148400787222
Existing Customer,69.13919668361851,F,2,Unknown,Single,Less than $40K,Blue,47,3,7,3,1141.1379214045671,1550,791.0,0.656,1386.9564907274364,20.0,1.478,0.662,0,0,0.010555366286427089
Existing Customer,63.86189638407178,M,2,Graduate,Unknown,$120K +,Blue,34,1,8,2,,892,23539.0,0.417,1411.9398101642455,20.0,0.571,0.037,0,1,0.9413997054627017
Existing Customer,74.69389183939205,F,0,Unknown_Education,Married,$40K - $60K,Blue,55,6,6,2,1077.2050946997688,2517,378.0,0.322,737.5931132807518,13.0,0.609,0.869,0,1,0.916426795048547
Attrited Customer,60.21899886044623,F,5,Uneducated,Single,Unknown,Blue,40,5,9,5,,0,3502.0,0.531,488.9946810273917,25.0,0.4,0.0,1,1,0.997777229787556
Attrited Customer,51.117963440079016,F,1,Unknown_Education,Married,Less than $40K,Blue,25,5,7,2,1258.6803522042355,1247,1752.0,0.962,652.1156115511865,18.0,0.6,0.416,1,1,0.8058425901706936
Attrited Customer,64.74515868530413,F,4,Unknown,Single,Less than $40K,Silver,37,1,5,2,4941.257565838408,2389,7806.0,0.427,674.7108968539619,17.0,0.44,0.234,1,1,0.9995921018998845
Attrited Customer,51.75624689926271,F,2,Uneducated,Married,Unknown,Blue,36,2,7,3,3740.324326803428,0,8103.0,0.986,1107.367608430549,28.0,0.673,0.0,1,1,0.9607178636887086
Attrited Customer,80.18015042339474,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,6,3,554.6443818445068,0,1817.0,0.503,1099.801385601797,26.0,0.452,0.0,1,1,0.8489781368858086
Attrited Customer,51.14542968567208,M,5,High School,Married,$80K - $120K,Blue,37,2,6,2,4511.555210768118,0,9410.0,0.586,850.8014394585972,13.0,0.864,0.0,1,1,0.9976476872733657
Existing Customer,58.80212464580882,M,3,College,Single,$60K - $80K,Blue,36,5,6,1,9238.615716206778,2018,17922.0,0.42,1944.7746565446496,27.0,0.786,0.101,0,0,0.27445700199658446
Attrited Customer,60.89434065713058,F,2,High School,Divorced,Less than $40K,Blue,36,6,7,1,1365.516802576297,2517,1074.0,0.665,982.7205407021617,14.0,0.536,0.701,1,1,0.6666650776756032
Existing Customer,63.1193104506605,F,3,Graduate,Married,Less than $40K,Blue,33,2,6,1,1270.7735000174907,1544,2250.0,0.72,3265.5634553521286,26.0,0.538,0.407,0,1,0.563311769874022
Existing Customer,52.993092772100574,M,2,Graduate,Married,$80K - $120K,Blue,36,6,5,3,1318.1628806959343,1282,2058.0,0.724,1901.9428226816235,38.0,0.547,0.384,0,0,0.12082269896536446
Existing Customer,43.1941648198486,F,3,Graduate,Single,Less than $40K,Blue,36,1,9,3,4541.74094906181,1834,5750.0,0.818,1295.1174929883357,21.0,0.667,0.242,0,1,0.8849285629905665
Existing Customer,55.28389171644256,M,2,Unknown,Single,$40K - $60K,Blue,28,4,9,3,827.7798063770081,0,2394.0,1.059,673.8499732086419,29.0,0.667,0.0,0,1,0.9909977203613158
Existing Customer,66.20789283114742,M,0,Uneducated,Married,Less than $40K,Blue,49,4,7,4,,1560,534.0,0.537,979.5938310450208,20.0,0.367,0.745,0,0,0.12851449788123337
Existing Customer,66.78854622301637,F,4,College,Married,$40K - $60K,Blue,37,3,9,2,861.6481624549715,933,859.0,0.821,1139.9084722790224,25.0,0.773,0.521,0,0,0.026096756260311847
Attrited Customer,74.28554077919519,F,3,Unknown,Single,Less than $40K,Blue,49,1,7,5,670.776133261275,790,761.0,0.811,1013.6139483775528,20.0,0.769,0.509,1,1,0.9955367785301139
Existing Customer,65.60405405617662,M,4,Unknown,Unknown,,Blue,29,2,6,2,14276.452826628018,2517,27173.0,0.769,3590.4880537100485,29.0,0.564,0.085,0,1,0.9888237783827387
Existing Customer,51.41928652927216,F,3,Doctorate,Single,Unknown,Blue,36,6,8,2,749.8961866414056,1666,523.0,0.343,444.3773570833114,16.0,0.636,0.761,0,1,0.9265861251686938
Existing Customer,79.0159757236836,M,2,Unknown_Education,Married,$80K - $120K,Blue,41,2,6,1,5707.829123350737,2451,7850.0,0.906,6215.464932889715,58.0,0.657,0.238,0,1,0.9531982247751827
Existing Customer,66.25797119382726,M,3,Unknown_Education,Married,$80K - $120K,Blue,40,6,5,4,2062.2342440609264,2016,2498.0,0.313,901.1806320375782,25.0,0.639,0.447,0,1,0.5959549885594586
Existing Customer,40.712569315383696,F,2,Unknown,Single,Less than $40K,Blue,36,3,8,2,872.4750075841466,2160,631.0,0.825,861.5857316310312,20.0,0.6,0.774,0,1,0.9530392750073939
Attrited Customer,47.47607542341733,M,2,Unknown_Education,Single,$60K - $80K,Blue,34,3,10,3,723.9553431603589,0,1818.0,0.651,745.8466422390587,30.0,0.774,0.0,1,1,0.9957913482936259
Existing Customer,65.98311717152558,M,1,Unknown,Divorced,,Blue,41,6,4,2,1187.59486506566,1953,764.0,0.809,1459.4043047529549,31.0,0.556,0.719,0,0,0.012663602147590013
Attrited Customer,57.88086042034966,M,1,Unknown_Education,Single,,Silver,37,4,9,2,,1440,33076.0,1.117,677.7155975272296,18.0,2.4,0.042,1,0,0.386165486630911
Existing Customer,50.565145205192536,F,4,Unknown_Education,Married,Unknown,Blue,31,3,8,1,3666.3232341838393,1192,5559.0,0.776,2061.9472636390724,41.0,0.55,0.177,0,0,0.4128508654885532
Existing Customer,58.711910365348366,M,2,Post-Graduate,Single,,Blue,30,4,8,4,,798,808.0,0.59,1074.3650161432026,25.0,1.045,0.497,0,0,0.016246499043675682
Existing Customer,60.781585514613184,M,3,Graduate,Married,$80K - $120K,Blue,36,5,7,4,4056.730845967456,2151,5139.0,0.583,500.86088591631307,14.0,0.526,0.295,0,1,0.976476377304908
Attrited Customer,61.5334641955163,F,5,High School,Single,Unknown,Blue,31,6,7,2,,0,4972.0,0.719,947.1253005740014,30.0,0.756,0.0,1,1,0.710199941825569
Existing Customer,51.048190977767874,M,3,High School,Single,$80K - $120K,Blue,28,5,7,0,10722.901330563016,0,21617.0,1.047,589.1235139155344,13.0,0.467,0.0,0,1,0.9489920736880357
Attrited Customer,56.79192449988846,F,3,Graduate,Unknown,Less than $40K,Silver,36,3,5,2,5416.032469642232,0,14521.0,0.41,1577.5268946023818,38.0,0.467,0.0,1,1,0.9259353475941778
Existing Customer,63.18223794455462,F,5,Graduate,Single,Less than $40K,Blue,33,5,5,2,766.8859275794678,668,770.3,0.931,1226.4885397634048,44.0,0.773,0.464,0,0,0.03204166656934887
Attrited Customer,49.8224531550207,M,4,Unknown,Married,$60K - $80K,Gold,36,4,6,2,13082.331611500196,2517,31999.0,0.841,2128.9878981324173,27.0,0.65,0.073,1,1,0.5577775289130901
Attrited Customer,48.83249417605412,F,4,Graduate,Married,Unknown,Blue,36,3,5,2,1748.552062367295,1043,2663.0,0.384,724.5592578392718,12.0,0.583,0.281,1,1,0.9802125034183166
Attrited Customer,78.20995647659899,F,1,Graduate,Married,,Silver,45,6,7,3,6252.10254957078,781,12418.0,0.411,457.16670995554966,23.0,0.63,0.059,1,1,0.9720275649992387
Existing Customer,72.00995610864798,F,1,Graduate,Married,Less than $40K,Blue,49,5,7,0,2846.211392545764,1152,3945.0,0.94,779.26486033678,26.0,0.607,0.226,0,0,0.4230153641273643
Existing Customer,50.70011485484437,F,4,Graduate,Single,Unknown,Blue,28,2,6,3,3017.033292840028,2055,7775.0,0.977,369.737137917397,12.0,0.917,0.209,0,1,0.9939027477283107
Existing Customer,41.75631315714045,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,8,2,6674.713345648449,1573,20178.0,0.878,3999.791043624313,53.0,0.569,0.072,0,1,0.78226494646286
Existing Customer,50.53544110062533,M,1,High School,Married,,Blue,28,3,8,2,1781.4138985784186,1236,2365.0,0.726,429.14833615660586,15.0,0.478,0.343,0,1,0.9341814585362833
Existing Customer,70.36164525861562,M,3,Unknown_Education,Single,$60K - $80K,Blue,43,4,5,3,,1781,4868.0,0.546,432.0522771982351,11.0,0.474,0.268,0,1,0.9792901847486147
Existing Customer,53.59205521681771,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,6,1,863.0463762655288,0,1920.0,0.688,1740.50278459275,48.0,0.841,0.0,0,0,0.11626161796349269
Existing Customer,49.38755516233623,F,5,College,Married,Less than $40K,Blue,35,3,6,3,1002.3954624119142,1693,755.0,0.502,260.6697613447026,15.0,0.875,0.692,0,1,0.8883849921528091
Attrited Customer,45.56069005609707,M,2,Unknown_Education,Single,$120K +,Blue,17,3,7,2,2181.844323531001,2326,2704.0,0.856,710.0009061723819,33.0,1.3,0.462,1,1,0.7651335172826447
Existing Customer,80.53767716439947,M,0,Graduate,Married,$80K - $120K,Blue,52,4,12,4,1154.012042048062,2379,185.0,0.358,424.2132157130928,11.0,0.296,0.928,0,1,0.9863397249050418
Attrited Customer,54.46939245925176,M,2,Unknown,Divorced,$80K - $120K,Blue,37,1,8,2,12514.883342074114,1969,19745.0,0.944,5584.7145926755575,55.0,0.625,0.091,1,1,0.955248332964782
Existing Customer,68.39813827442403,M,4,High School,Single,$60K - $80K,Blue,49,5,5,2,1324.5709928248652,0,3858.0,0.67,1864.9804985642525,38.0,0.614,0.0,0,1,0.8677391484196639
Existing Customer,70.64606403690256,F,2,Graduate,Single,$40K - $60K,Blue,33,5,8,2,3074.2363580051224,989,5092.0,1.222,1200.4956226389502,41.0,0.429,0.163,0,0,0.036794365959458175
Attrited Customer,75.302322167158,M,2,Unknown,Married,,Blue,46,4,6,1,3995.352925763342,1889,9090.0,0.475,405.4438792466171,17.0,0.5,0.172,1,1,0.8714288760090635
Attrited Customer,47.22513939403759,F,3,Unknown_Education,Married,Less than $40K,Blue,27,6,8,4,1217.7646297570616,1346,1580.0,0.834,393.2096248359682,26.0,0.455,0.46,1,1,0.9425643050788439
Existing Customer,39.75699117858585,F,1,College,Divorced,Less than $40K,Blue,15,5,7,2,1028.2696165353234,890,1276.0,1.024,859.2972410443473,30.0,0.892,0.411,0,1,0.798359126842415
Attrited Customer,64.19820749032912,M,1,Unknown_Education,Married,,Blue,50,3,11,3,4023.0997717792256,0,8688.0,0.426,1065.156673228441,15.0,0.464,0.0,1,1,0.9315133202861027
Attrited Customer,51.6598178586342,M,3,Unknown_Education,Married,$80K - $120K,Blue,36,6,8,5,,0,7140.0,0.401,265.2088527167864,9.0,0.2,0.0,1,1,0.9957582375520749
Existing Customer,69.21222368608466,F,3,High School,Single,Less than $40K,Blue,53,1,9,2,1273.4477497398932,2214,815.0,0.7,1169.2623123324736,52.0,0.978,0.731,0,1,0.823271785553286
Attrited Customer,53.48171956484066,F,3,Unknown,Unknown,Less than $40K,Blue,36,2,6,1,2502.661699295481,1235,5964.0,0.83,1664.6858224666896,31.0,0.814,0.172,1,0,0.3772152562891127
Existing Customer,62.475893938592726,M,4,Unknown,Single,,Blue,36,3,4,4,3818.197531214521,1586,9412.0,0.907,888.0992922559634,10.0,0.435,0.144,0,1,0.9471475591083172
Attrited Customer,40.13628792011763,F,3,Unknown_Education,Divorced,,Blue,30,3,9,2,1003.8781665716708,1422,998.0,0.731,594.4156851923775,14.0,0.714,0.588,1,1,0.9166659363507801
Attrited Customer,48.89010680583245,M,1,Graduate,Married,$80K - $120K,Blue,37,4,7,3,12529.67645640602,321,25196.0,0.769,571.5236212751787,13.0,0.294,0.013,1,1,0.9983576456302363
Existing Customer,51.38853249346764,M,3,Unknown,Married,,Silver,35,2,9,2,12538.12599067139,1203,32686.0,0.944,5202.83356701742,67.0,0.623,0.035,0,0,0.10849069084538512
Attrited Customer,75.78382256288302,M,1,Unknown_Education,Divorced,$120K +,Blue,36,1,6,2,1427.18741886596,0,3730.0,0.732,5431.237757662193,48.0,0.619,0.0,1,0,0.3319492094779429
Existing Customer,57.5234046966458,F,2,Graduate,Married,Less than $40K,Blue,44,3,5,3,1118.6978111753044,1480,547.0,0.979,355.2963001338809,22.0,0.947,0.73,0,1,0.9743959110672746
Attrited Customer,52.53361324533572,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,5,3,926.6307137658328,1510,806.0,0.554,1513.32595357457,30.0,0.75,0.652,1,0,0.016821969779121985
Existing Customer,60.42701156014213,F,3,High School,Married,Less than $40K,Blue,36,3,5,3,1490.6584920859682,1492,2984.0,0.933,1138.6656592532731,38.0,0.706,0.333,0,0,0.07728629307599381
Existing Customer,64.97932930699042,F,2,Graduate,Single,Less than $40K,Blue,36,3,8,3,1553.9408573512214,1390,1287.0,0.732,925.0820661997624,32.0,0.465,0.519,0,1,0.8928507148404141
Existing Customer,65.35148632240626,M,2,Unknown_Education,Single,$40K - $60K,Blue,27,2,9,2,645.7088939400787,0,1536.0,0.913,2155.293830057701,33.0,0.745,0.0,0,1,0.6004841769197419
Existing Customer,74.29934339677476,M,1,Graduate,Married,$120K +,Blue,41,6,9,2,613.9107541507877,744,868.0,0.636,737.7544166054238,18.0,0.5,0.462,0,1,0.9043460507208472
Existing Customer,57.45810536808916,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,8,3,,2016,542.0,0.806,1598.495443165015,33.0,0.5,0.788,0,0,0.00968251472238673
Attrited Customer,60.18747070771525,F,3,Unknown,Single,$40K - $60K,Blue,36,5,8,4,1227.2609947153526,1686,908.0,0.624,1386.8221827929517,32.0,0.811,0.65,1,0,0.011111714168216366
Attrited Customer,61.53348764703162,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,5,2,1423.0011284399047,1400,1717.0,0.913,890.2183960767917,31.0,0.809,0.449,1,0,0.3586407156227591
Attrited Customer,52.69606880741782,F,0,High School,Divorced,,Blue,36,5,8,4,1548.1798234734017,1609,1090.0,0.893,688.1543893155178,22.0,0.806,0.596,1,1,0.8836332537389064
Existing Customer,47.63455790907163,M,4,Doctorate,Single,Unknown,Blue,24,3,8,4,9443.187927195151,1192,17614.0,0.745,1038.1467241442374,19.0,0.824,0.063,0,0,0.07728603851828279
Existing Customer,29.26628705392958,M,4,Unknown_Education,Married,$120K +,Blue,30,4,8,4,17335.697836762192,1018,33498.0,1.129,848.8387864117759,25.0,0.774,0.029,0,1,0.5994417509395941
Attrited Customer,54.04003723965188,M,3,Unknown_Education,Married,$40K - $60K,Blue,33,3,7,2,2325.692814906815,2126,4097.0,0.681,2079.1284673828104,38.0,0.795,0.342,1,0,0.14023136579122059
Existing Customer,57.31480079013746,F,4,Unknown_Education,Single,Less than $40K,Blue,36,6,8,2,1339.1692739535952,2517,825.0,0.771,424.2194327523008,13.0,0.765,0.753,0,1,0.9282134896231843
Existing Customer,64.5383882112599,F,3,Graduate,Divorced,Less than $40K,Blue,41,1,5,3,5318.673245799442,2496,7451.0,0.802,4028.667196656101,38.0,0.774,0.251,0,1,0.9948148608242494
Existing Customer,41.336278851667984,M,3,Unknown_Education,Married,$40K - $60K,Blue,36,6,5,5,4313.0091015866765,1647,7035.0,0.971,762.039452325368,19.0,0.8,0.19,0,1,0.9443301247742508
Existing Customer,53.24846022850461,M,1,High School,Married,$40K - $60K,Blue,19,2,7,1,,0,12024.0,0.823,3011.1812897083487,36.0,0.78,0.0,0,1,0.954268923364796
Existing Customer,55.05904586013601,F,2,Unknown,Single,Less than $40K,Blue,23,5,8,3,789.8795745504661,1205,1017.0,0.395,682.6431402954428,23.0,0.361,0.542,0,1,0.8698659223152364
Attrited Customer,51.745882371057306,M,2,Uneducated,Single,,Blue,36,2,6,1,4696.991183341342,1690,13904.0,0.69,5458.54470287454,40.0,0.608,0.108,1,1,0.9316019969992696
Attrited Customer,50.4986855785472,F,2,Unknown_Education,Married,Less than $40K,Blue,35,3,4,3,1874.6913503952728,622,3470.0,0.775,2090.7111266705056,36.0,0.492,0.152,1,1,0.9957101389363473
Attrited Customer,49.95264230225873,M,3,Unknown_Education,Married,$60K - $80K,Blue,37,3,8,3,3248.662490263589,0,6224.0,0.738,669.559740042727,20.0,0.889,0.0,1,1,0.9944431798351533
Existing Customer,65.74729055533018,M,3,Unknown,Married,$60K - $80K,Blue,36,4,8,2,,2353,923.0,0.725,1583.0521095074798,50.0,0.736,0.718,0,0,0.0035540016780744024
Existing Customer,60.75552185309684,F,2,Unknown_Education,Single,Less than $40K,Blue,41,5,8,2,849.096876379895,1815,740.0,0.847,1424.6393104762085,36.0,0.829,0.71,0,0,0.014516887002107862
Attrited Customer,73.50238468364425,F,1,Unknown_Education,Unknown,,Blue,36,3,7,3,3523.611736116406,1430,5538.0,0.95,1919.137716962416,27.0,1.029,0.205,1,0,0.021797321357469583
Existing Customer,65.35131689685089,M,4,Unknown,Single,$60K - $80K,Blue,36,5,8,1,4914.8892428936,800,8332.0,0.62,1435.0792479070924,40.0,0.511,0.088,0,0,0.030190281794599854
Existing Customer,54.651757591724255,M,0,Unknown_Education,Married,$60K - $80K,Blue,38,1,6,2,1392.4337547609343,0,3599.0,0.738,5563.565914493092,61.0,0.594,0.0,0,0,0.0728424480120527
Existing Customer,64.06855633336396,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,8,2,9477.426440670748,793,21927.0,0.685,261.48168474471566,10.0,0.286,0.035,0,1,0.9844814320147115
Attrited Customer,48.709096597176064,F,1,High School,Single,,Blue,36,3,7,3,3014.9445225574696,1093,5637.0,1.01,1420.5435534038022,36.0,0.854,0.162,1,0,0.059733480271015035
Attrited Customer,71.59710194039457,M,3,Graduate,Single,,Blue,44,3,4,2,11620.260395659408,1307,33209.0,0.558,4857.5365980264105,55.0,0.765,0.038,1,0,0.15707881937376642
Existing Customer,73.41044377508565,F,3,Uneducated,Single,Less than $40K,Blue,36,5,9,3,,2268,1479.0,0.709,1661.648825386147,30.0,0.74,0.605,0,0,0.10036845841678299
Existing Customer,56.85455441642339,M,1,College,Single,$60K - $80K,Blue,35,3,9,3,10072.720864861025,1932,22380.0,1.312,530.8798425827547,9.0,1.182,0.079,0,0,0.27567050525066333
Existing Customer,54.33978072283724,F,3,High School,Married,Less than $40K,Blue,40,5,6,3,878.5015703735185,0,1603.0,0.467,1982.401084984537,34.0,0.571,0.0,0,1,0.5948904402880086
Existing Customer,59.22672900123855,F,3,Unknown_Education,Single,Unknown,Blue,36,1,9,2,3626.265663202591,1575,8191.0,0.661,3333.249256350848,31.0,0.603,0.161,0,1,0.9703162747060265
Attrited Customer,65.73861266156537,F,1,Unknown_Education,Married,Less than $40K,Blue,36,6,9,3,1082.8575196021911,1503,742.0,0.754,948.5893847654636,17.0,0.543,0.669,1,0,0.09018050524533443
Attrited Customer,52.82336343580356,M,4,Unknown,Single,$80K - $120K,Blue,34,4,7,2,8888.279519558728,1585,19988.0,0.621,618.8001109557972,11.0,2.273,0.073,1,0,0.2696487694355037
Attrited Customer,56.08773197558072,F,2,Unknown_Education,Single,Unknown,Blue,40,5,5,2,2957.2253968045634,1663,4947.0,0.813,1450.4767374629453,29.0,0.766,0.252,1,0,0.024160704652626486
Attrited Customer,71.62510029301816,F,4,Unknown,Married,Less than $40K,Blue,47,3,5,2,,2085,649.0,0.764,1172.4082521097575,31.0,0.784,0.763,1,0,0.022984769142994587
Attrited Customer,43.24678502930824,M,1,High School,Single,Less than $40K,Blue,14,4,6,1,1329.7504036784217,1398,1499.0,0.907,870.352163015313,43.0,0.872,0.483,1,1,0.6533815127703746
Existing Customer,54.53399965235798,M,4,College,Single,$80K - $120K,Blue,34,2,5,3,1084.229524661749,861,1015.0,0.839,2265.27493446039,33.0,0.547,0.459,0,1,0.9959501530821027
Existing Customer,61.61189347951478,M,2,Graduate,Single,$80K - $120K,Blue,36,3,7,1,5311.630738109417,916,14110.0,0.721,917.2851476221068,33.0,0.8,0.061,0,1,0.5182003847966372
Attrited Customer,53.56171732881519,F,2,High School,Married,Less than $40K,Blue,29,4,4,2,844.3331290626268,1786,830.0,0.876,1714.6228136043333,37.0,0.75,0.683,1,0,0.017452896228755465
Existing Customer,54.92612411388811,M,4,Uneducated,Single,$80K - $120K,Blue,32,3,7,2,17850.221330034386,1340,32670.0,0.744,377.6364369952965,13.0,0.5,0.039,0,1,0.9710276352145621
